prediction,goldlabel,questions,passages_len
couche néphélode,une couche néphélode,question: Comment s'appelle la formation d'eau douce par dessus la surface de l'ocean salee? </s>,1
période de variation des étoiles,période de variation des étoiles,question: A quelle variable Leavitt a-t-elle relie la luminosite des etoiles ? </s>,1
à la fin des années 1970,à la fin des années 1970,question: A partir de quelle periode les documentaires se banalisent-ils ? </s>,1
républicains radicaux,des républicains radicaux,"question: De quel mouvement politique se revendiquent les ""rouges"" ? </s>",1
aux lévites,aux lévites,question: A qui le souverain demande-t-il de ne plus porter l'arche ? </s>,1
Portalis,Portalis,question: Qui a ecrit le code Napoleon ? </s>,1
"un soir tard, ivre et fumant une","il rentre un soir tard, ivre et",question: Dans quel etait rentre-t-il chez lui ? </s>,1
Bureau du recensement des États-Unis,Bureau du recensement des États-Unis,question: Qui calcule la superficie de Minneapolis ? </s>,1
à l’ouest de la ville,se rallièrent à l’ouest de,question: Ou les blancs tenterent-ils de se reunir suite a leur expulsion de la ville? </s>,1
Le gisement a été très fréquenté par les pal,Le gisement a été très fréquenté par les pal,question: Pourquoi le gisement etait-il prise des paleontologues ? </s>,1
Wout Poels,Wout Poels,question: Qui est sur le podium? </s>,1
Bär,Bär,"question: Selon l'etymologie populaire, quelle serait la racine allemande de Berlin ? </s>",1
les quenelles lyonnaises,les quenelles lyonnaises,"question: Parmi les huits premiers plats proposes, lequel est techniquement vegetarien? </s>",1
interview,interview,question: Sous quelle forme Ben Mor a-t-il aborde le tournage du clip aupres de MTV News ? </s>,2
consommer un peu trop de carburant,consommer un peu trop de carburant,question: Quelle est le probleme avec le nouveau moteur ? </s>,1
33,33,question: combien de matchs </s>,1
2003-2004,2003-2004,question: Quelle periode fiscale etait concernee par les soupcons de falsification ? </s>,2
Hermann Weinbuch,Hermann Weinbuch,question: Qui est le chef de l'equipe d'Allemagne de Coupe du monde quand Florian Schillinger la rejoint ? </s>,1
12 000,12 000,question: Combien y-a-t-il d'amas globulaires dans cette galaxie ? </s>,1
San Antonio,San Antonio,question: Ou  Edwige Lawson dispute sa troisieme saison en 2010 ? </s>,2
Football Club de Roubaix,Football Club de Roubaix,question: Quel club occupait le stade Amedee-Prouvost jusqu'en 1928? </s>,2
l’araignée,l’araignée,"question: Quelle espece depense peu d'energie pour manger, mais y passe beaucoup de temps ? </s>",1
les lettres et dans les âmes,les lettres et dans les âmes,question: A quels domaines Apollinaire souhaite-t-il appliquer le surrealisme? </s>,1
traditions,traditions,"question: Comment appelle-t-on des notions, concepts, habitudes, transmises de generation en generation ? </s>",2
les audiences de l'émission ne décollent pas,les audiences de l'émission ne décollent pas,question: Quelle cause est identifiee comme raison du licenciement ? </s>,1
célébrer son départ pour Hollywood,cérémonie pour célébrer son départ pour Hollywood,question: De quel evenement Doris revenait elle lorsqu'elle eut un accident avec un train? </s>,1
des programmes sociaux,des programmes sociaux,question: Que gerent les provinces ? </s>,1
printemps,printemps,question: En quelle saison les bucherons s'occupent d'acheminer les arbres coupes ? </s>,2
définir la situation du territoire d'origine,pour définir la situation du territoire d'origine,question: A quoi devait servir l'argument du saumon ? </s>,1
Paris,Paris,question: Ou est mort Antoine Lavoisier ? </s>,2
entrer dans la vie active,entrer dans la vie active,question: Quel choix aurait pu faire Pierre-Jakez Helias avec son baccalaureat ? </s>,1
les frais de publicité et de promotion,les frais de publicité et de promotion,question: Sur quels frais doivent-ils etre maitrises ? </s>,1
"son ergonomie, sa simplicité et","son ergonomie, sa simplicité et",question: Quelles sont les qualites d'Ivalua Buyer qui ont plu a PSA ? </s>,1
"éducation primaire, soins ambulatoires, services aux","éducation primaire, soins ambulatoires, services aux",question: Dans quels domaines de competence l'echelon communal intervient-il? </s>,1
aucun,aucun,question: Quel lien statutaire ont-ils ? </s>,2
Robert Monckton,Robert Monckton,question: Qui est a la tete des troupes britanniques ? </s>,1
anglophones,anglophones,question: Qui sont les partenaires des acadiens pour les discussions avec le gouvernement ? </s>,2
"en un an près de 0,25 kilogramme d'azo","en un an près de 0,25 kilogramme d'azo",question: Quelle capacite la plante est-elle en mesure d'absorber? </s>,1
extrémismes,extrémismes,question: Contre qui lz Carlisme a echoue </s>,1
"vers l'âge de 15 ans, Jean Stablew","vers l'âge de 15 ans, Jean Stablew",question: Que faisait Stablewski adolescent ? </s>,1
Football Club de Roubaix,Excelsior Athlétic Club,question: qui occupe le stade Amedee-Prouvost en 1934? </s>,1
entre 1966 et 2005,entre 1966 et 2005,question: A quelle date environ soixante de ses oeuvres sont-elles publiees ? </s>,1
la ville,la ville,question: Qui a organise l'extension du stade ? </s>,2
Les Guignols de l'info,La Semaine des Guignols,question: Qu'est-ce qui restera encore diffuser en clair sur Canal+ ? </s>,2
les plaines désertiques de Moab,les plaines désertiques de Moab,question: Moab est-il un desert ? </s>,1
est du bassin parisien,est du bassin parisien,question: Ou se trouve la cote des Blancs ? </s>,1
les procès qui s'ensuivirent,les procès qui s'ensuivirent,question: Comment connait-t-on les intentions des responsables des massacres de 1798 ? </s>,1
Mexico,Mexico,question: Quelle est la plus grande aire urbaine du continent americain </s>,2
fixer le prix des produits,fixer le prix des produits,question: A quoi servent les informations et l'analyse ? </s>,1
cette lutte peut servir d'autres causes,cette lutte peut servir d'autres causes,question: Qu espere medine a l avenir </s>,1
Schrader,Schrader,question: Qui pense que le Saumon est designe par peu de mot ? </s>,2
médecin et chercheuse américaine,médecin et chercheuse américaine,question: Quelles etaient les professions de Clelia Mosher ? </s>,1
Les chefs de produit,Les chefs de produit,question: Quel acteur est concerne ? </s>,1
un certain apogée,un certain apogée,question: Quel degre de popularite a atteint la musique francaise a l'epoque classique ? </s>,1
discours moralisateur,discours moralisateur,question: quelle est la reaction des officiers ? </s>,1
"Les Afro-américains, qu'ils fussent","Les Afro-américains, qu'ils fussent",question: Les esclaves etaient-ils impliques dans la guerre d'independance des Etats-Unis ? </s>,1
d'abattre un prisonnier qui essaie de,d'abattre un prisonnier qui essaie de,question: Que permet la loi sur la fuite ? </s>,1
le long des murs,le long des murs,question: Citer le deuxieme exemple mentionnee ou peut commencer a pousser la plante? </s>,1
"plusieurs théologiens, dont saint Pierre Chrysologue","plusieurs théologiens, dont saint Pierre Chrysologue",question: Qui a utilise la parabole du fils prodigue dans des enseignements sur le judaisme et l'Eglise ? </s>,1
Claude Lemieux,Claude Lemieux reçoit le trophée Conn S,question: Quel joueur remporte le trophee de meilleur jouer des series ? </s>,1
Maurice Thorez,Maurice Thorez,question: Qui est le chef de Jean en 1947? </s>,1
1989,1989,question: Quelle est la. Periode analysee ? </s>,1
trois États,trois États,question: Combien d'etats constituent l'aire urbaine de cicago </s>,1
"les Français, les Hollandais, les Britanniques e","les Français, les Hollandais, les Britanniques e",question: Entre qui eclatent maintes guerres ? </s>,1
des artistes bien connus de l'époque,les peintres Arthur Fitger et P. Jan,question: Qui a decore l'interieur de la Nouvelle Bourse ? </s>,1
différents végétaux (n'appartenant pas forcément à la,différents végétaux (n'appartenant pas forcément à la,question: A quoi sont connectes les myceliums ? </s>,1
ligne célèbre des véhicules UAZ construits par l'usine,nouvellement créée,question: Quel est l'age de l'usine lorsqu'elle commence a produire la GAZ-69 ? </s>,1
1837,1837,question: En quelle annee Leroy de Saint-Arnaud est-il devenu capitaine ? </s>,2
passer d'un jeu offensif à un jeu dé,passer d'un jeu offensif à un jeu dé,question: Quels sont les atouts du jeu de Maria Kirilenko? </s>,1
La hauteur de la carapace,La hauteur de la carapace,question: Qu'est-ce qui permet aux tortues des plus grandes iles de stocker de la graisse ? </s>,1
contre le régime colonial du Natal et Shep,contre le régime colonial du Natal et Shep,question: Contre qui prend parti Colenso ? </s>,1
belle Indienne,belle Indienne,question: Quel est le surnom de Francoise ? </s>,2
"Léopold Sédar Senghor, Mon","Léopold Sédar Senghor, Mon",question: Qui sont les auteurs qui ont obtenu une certaine notoriete pour leur usage du francais dans leurs oeuvre ? </s>,1
prêts bancaires classiques,prêts bancaires classiques,question: Quel dispositif complementaire au credit d'impot recherche est considere comme une aide a l'innovation ? </s>,1
2 % des personnes adultes,2 % des personnes adultes,question: Combien de gens sont impactes par le SAOS </s>,1
la réglementation,la réglementation,question: Qu'est-ce qui a ete modifie en Formule 1 au retour de Hans Herrmann ? </s>,1
royale,cousins,question: Quel etait le lien de famille entre les adversaires princiers ? </s>,2
l'élimination physique au minimum de plus de 600,l'élimination physique au minimum de plus de 600,question: Pourquoi l'Union Sovietique est qualifiee de dictature sanglante ? </s>,1
la floraison,la floraison,question: Avec quel evenement coincide l'arrivee des hirondelles? </s>,2
19 ans,19 ans,question: A quel age la princesse est-elle devenue veuve ? </s>,1
On compte encore beaucoup de vignobles plantés en sélection,On compte encore beaucoup de vignobles plantés en sélection,question: Y a-t-il des vignes issues de la selection massale en cote des blancs ? </s>,1
"1,88 but par match","1,88 but par match",question: Combien Brodeur a-t-il encaisse de buts en moyenne en 1996-1997 ? </s>,1
élargit ensuite progressivement,"chef de l’oumma, la communauté musul",question: Les ottomans sont-ils chretiens ? </s>,1
assassiné par des partisans de Voldemor,assassiné par des partisans de Voldemor,question: Comment est mort Ted ? </s>,1
les propriétaires d'équipes et,les propriétaires d'équipes et,question: Entre qui ont ete signes les accords ? </s>,1
"14 bataillons d'infanterie, deux régime","14 bataillons d'infanterie, deux régime",question: De quelles forces dispose le chef des operations russes? </s>,1
troisième,troisième,"question: A quelle place se positionne la France en termes de richesses, a l'echelle de l'Europe ? </s>",1
un livre apocryphe,un livre apocryphe,question: Qu'est ce qu'Edras ? </s>,1
ри,ри,question: Quel est la partie de mot qui signifie aupres de en ukrainien ? </s>,1
le séminaire Saint-Thomas,le séminaire Saint-Thomas,question: Comment s'appelle le premier etablissement d'enseignement superieur de langue francaise ? </s>,1
chez le maréchal d'Albret,chez le maréchal d'Albret,question: Ou Francoise et madame de Montespan se sont-elles connues ? </s>,1
Elton Julian,Elton Julian,question: Qui etait le pilote du Genoa Racing </s>,1
souper,souper,question: Comment peut s'appeler le troisieme repas de la journee ? </s>,1
entre 40 et 75 % du PIB,entre 40 et 75 % du PIB,question: Quelle est la part de l'economie informelle dans l'economie de l'Afrique ? </s>,2
Gurney,Gurney,question: Qui remporte deux grands prix avec Porsche ? </s>,2
de l'Oregon,de l'Oregon,question: De quel etat americain Edward Dickinson Baker a-t-il ete senateur ? </s>,2
les palettes utilisées par les différents navigateurs populaires n,les palettes utilisées par les différents navigateurs populaires n,question: Qu'est ce qui a permis un consensus pour choisir les couleurs ? </s>,1
1781,1781,question: En quelle annee a ete publie la liste de nebulosites de Charles Messier ? </s>,2
"protestations d'attachement éternel, ser","protestations d'attachement éternel, ser",question: Quelle est la vision de l'amour propre a la noblesse ? </s>,1
"toute l'Afrique du Nord, le proche-Orient, la","toute l'Afrique du Nord, le proche-Orient, la",question: Ou se trouvait l'empire romain d'orient ? </s>,1
afin de promouvoir le libéralisme politique et économique dans,afin de promouvoir le libéralisme politique et économique dans,question: Pourquoi George Soros a-t-il cree l'universite d'Europen centrale ? </s>,1
quelques notables,quelques notables,"question: Outre les missionnaires et les pretre, quel autre type de population fait sa place ? </s>",1
les Français,les Français,question: Qui sont les opposants des Britanniques dans la guerre de conquete de la vallee de l'Ohio ? </s>,1
L'expérience est un succès,L'expérience est un succès,question: Est-ce que la prise de serium a recu a transformer Rogers ? </s>,1
167,167,question: Combien de blesses y a t’il eu lors du drame du 15 juin 1930 </s>,1
de programmes désormais financés,de programmes désormais financés,question: au profit de quoi la reduction nette du budget a-t-elle eu lieu ? </s>,1
