prediction,goldlabel,questions,passages_len
depuis 1620,depuis 1620,question: Depuis quand l'ordre des augustins déchaux bénéficiait-il d'une grande autonomie ? </s>,1
thermodynamique,la thermodynamique,question: Quel est le domaine de prédilection des travaux de Carnot? </s>,1
Associated Artists Productions,Sunset,question: Quelle boîte de production différente de a.a.p a acheté des films de la Warner ? </s>,1
1992,1992,question: en quelle année a commencé l'immigration des falash mura </s>,1
premier auteur africain et la première personnalite,prix Nobel de littérature,question: Quelle distinction a obtenu Wole Soyinka en 1986 ? </s>,1
en a Ruhpolding,à Ruhpolding,question: Où Florian Schillinger a-t-il réalisé sa meilleure performance individuelle en coupe du monde ? </s>,1
sixieme,deux mouvements lents entourant un noyau central fait,question: Quelle est la structure de la sixième symphonie de Tchaïkovski ? </s>,1
la reglementation a change et ses resultats,la réglementation,question: Qu'est-ce qui a été modifié en Formule 1 au retour de Hans Herrmann ? </s>,1
"l’empereur d’Ethiopie, Le",empereur d’Éthiopie,question: Avec qui est en contact le roi Manuel du Portugal depuis 1520 ? </s>,1
par les editions Michel Lafon et France Lois,les éditions Michel Lafon et France Lois,question: Par qui ont été publiés les Chevaliers d'Emeraude en France ? </s>,1
14 %,17 %,question: le gaspillage représente quel pourcentage des aliments achetés ? </s>,1
quantites negligeables,des quantités négligeables,question: quelle est la valeur d'un individu pour pichot </s>,1
migration des poissons,migration des poissons,question: quel problème posent les grands barrages? </s>,1
guerre civile espagnole,guerre civile,question: Quel événement la guerre d'Espagne a-t-elle engendré ? </s>,1
uvre en latin redigee a la fin,épopée,question: C'est quoi la Gesta Danorum ? </s>,1
d'avoir tue un marshall des États-,d'avoir tué un marshall des États-,question: De quoi  Charles Cora est il accusé ? </s>,1
Open access au format numerique,open access,question: Sous quel format les articles sont-ils publiés par les revues prédatrices ? </s>,1
2010,En 2010,"question: En quelle année le club a-t-il remporté le championnat d'Italie, la coupe d'Italie, la supervision d'Italie, la ligue des champions et la coupe du monde des clubs ? </s>",1
"bonnes actions, de respecter les autres (y compris les animaux","faire des bonnes actions, de respecter les autres (y compris",question: Quelle est la moralité du Dharma selon Ashoka ? </s>,1
statut de Coco Chanel et du mimetisme de son public,statut de Coco Chanel et du mimétisme de son,question: Qu'est ce qui est à l'origine d'une peau pigmentée par le soleil comme attribut de mode ? </s>,1
Bela Tarr,Béla Tarr,question: Qui est le réalisateur des Harmonies Werckmeister ? </s>,1
christianisme,au christianisme,question: À quelle religion Proust ne souhaite pas être converti ? </s>,1
Jiaxing,Hangzhou,question: Dans quelle ville chinoise est située l'université de Zhejiang ? </s>,1
plusieurs metres carres,plusieurs mètres carrés,question: Sur quelle surface peut s'étendre le mycélium souterrain ? </s>,1
la Warner charge des ventes et la distribution,chargé des ventes et la distribution,question: Quel rôle a la Warner dans la fusion ? </s>,1
Jesus-Christ,Tertullien,question: Qui a  introduit le concept de Trinité ? </s>,1
quelques heures,quelques heures,question: En combien de temps les températures peuvent chuter lors des hivers écossais ? </s>,1
Hakon Sigurdsson,roi,question: Pour qui étaient écrits les poèmes scaldiques ? </s>,1
laines,laines,question: Quel type d’exportation sont particulièrement rentables en Australie dans les années 1810? </s>,1
non le calcul astronomique,un jour ou deux seulement,question: Quelle est l'amplitude des différences de data de début de mois entre les différents pays musulmans ? </s>,1
Moscovites,Moscovites,question: Comment appelle-t-on les gens qui vivent à Moscou ? </s>,1
Sydney Waratah Club,Sydney Waratah Club,question: Quelle équipe bat le Carlton FC dans un match de rugby à XV? </s>,1
traites ou considérations religieuses,des traités ou considérations religieuses,question: De quelle nature était la contribution des brahmanes au Mahabharata ? </s>,1
Nasir ul-Mulk,Seydi Ali échappe à des assassi,"question: Lors de la bataille aux Portugais, Seydi Ali meurt-il ? </s>",1
un an,onze ans,question: Quel âge avait Harry Potter quand on lui a offert Chouette ? </s>,1
nuisances sonores que cela engendrerait pour les habitants,les nuisances sonores,question: Quelles seraient les implications de l'utilisation des viaducs ferroviaires par le CDG Express ? </s>,1
Arnaud Montebourg,Arnaud Montebourg,question: Quel candidat à la primaire citoyenne de 2011 évoqua le thème  du pouvoir d'achat? </s>,1
deux,d'un seul point,question: De combien de points le FC Internazionale Milano devance la Juventus en fin de saison ? </s>,1
Attalides,Attalides,question: à quelle dynastie appartien Eumène II ? </s>,1
des plates-formes,des plates-formes,question: Il y a quoi le long du ponton ? </s>,1
Benjamin Peret,Benjamin Péret,question: Qui est considéré comme avoir été un des premiers surréalistes avec André Breton ? </s>,1
l'ilot du Penon,l'îlot du Peon,question: Qu'est-ce que les Espagnols conquièrent à la suite du siège du port d'Alger ? </s>,1
2011,2012,question: en quelle année pitbull sort son single ? </s>,1
Fuentes de Onoro,bataille de Fuentes de Ooro,question: Quelle bataille a lieu en 1811 ? </s>,1
9,l'an 9,question: En quelle année fut décidé le démantèlement des grands domaines ? </s>,1
eglise,église,question: Dans quel lieu rentre Jim à sa sortie d'hôpital ? </s>,1
Dolores Ombrage,Dolores Ombrage,question: Qui est le personnage agaçant dans Harry Potter et l’Ordre du Phénix ? </s>,1
International Association for the Study of Pain ou IASP,International Association for the Study of Pain,"question: comment traduire ""association internationale d'étude de la douleur"" </s>",1
conduire les poids lourds,il a appris à conduire les poids lourds,question: Quelle compétence a acquise Pierre-Alain Hélias pendant la guerre ? </s>,1
Var,le Var,question: Dans quelle région appelle-t-on le crouzet : crouisse ? </s>,1
Perrin et Faile,Perrin et Faile,question: Qui se chargent des nombreux problèmes posés par les troubles ? </s>,1
1858 a 1860,9 février 1867,question: À quelle date Lasègue a-t-il obtenu la chaire de pathologie générale ? </s>,1
remplacer le Viraat vieillissant,un,question: Combien la marine indienne a-t-elle de porte-avions en service ? </s>,1
adopter simplement les « vues du monde »,adopter simplement les « vues du monde,question: Pour la vérité relative il conseilla quoi ? </s>,1
l'Olympique lillois,ancien de l'Olympique lillois,question: D'où vient Julien darui ? </s>,1
premier secretaire de la Federation nationale des etudiants social,député,question: Quelle fonction politique occupait Albert Le Bail ? </s>,1
2006,2006,question: En quelle année lara croft obtient une étoile dans le walk of game ? </s>,1
Wigan Warriors,Wigan Warriors,question: Qui sont les plus grands adversaires de l'équipe de St Helens ? </s>,1
au titre de leur ascendance juive ou de leurs,au titre de leur ascendance juive ou de leurs,question: pourquoi les falash mura ont ils été autorisés à immigrer en israel ? </s>,1
psychiatrie,médicale,question: La neurologie est une spécialité de quelle discipline ? </s>,1
2001,2001,question: En quelle année LO ne présente que des listes autonomes ? </s>,1
1986,1985,question: Quand est-ce que Vladimir et son équipe remporte le championnat national ? </s>,1
maires et echevins des dite,les maires et échevins des,question: A qui s'adressa Charles IX pour recruter les personnages en charge des turcies et levées ? </s>,1
traites ou considérations religieuses,un poème,question: De quelle nature était la contribution des brahmanes au Mahabharata ? </s>,1
Epurez severement vos ecrits,Épurez sévèrement vos écrits,question: quel adage Q a t-elle placé dans ses leçons? </s>,1
ne retablit la situation qu’au moyen de,Sully ne rétablit la situation qu’au moyen,question: Que fait Sully face à la faillite des finances publiques? </s>,1
douze secteurs du cercle de l'ecliptique,la route des planètes du système solaire vues depuis la Terre,question: Comment connait-on son signe du zodiaque ? </s>,1
"au 17 rue Reconstructiei, a Sibiu,","17, rue Reconstrucției, à Sibiu, en Rou",question: Où donc l’église Saints-Pierre-etPaul de Sibiu est-elle située ? </s>,1
Anselm Franz,Anselm Franz,question: Qui est le pionnier du moteur à réaction ? </s>,1
en ville,ville,question: où s'installent les Cols Blancs </s>,1
garant de sa généralite,Son formalisme logique,question: Le formalisme est il logique ? </s>,1
Plasmodium falciparum,Plasmodium falciparum,question: quel parasite est abrité chez les Gorille dans la famille de la malaria svp ? </s>,1
Grand Derangement,le Grand Dérangement,question: Comment appelle-t-on la déportation des Acadiens par les Anglais ? </s>,1
Tunisie,Tunisie,question: Quel pays accueille le 16ème session ordinaire du sommet de la Ligue arabe? </s>,1
Aures,Algérie,question: Dans quelle région du monde s'est développée la musique chaouie ? </s>,1
Michell,Charles-Augustin de Coulomb,question: Qui a inventé la balance de torsion ? </s>,1
religion,de la magie à la science en passant par la religion,question: Quel est le schéma d'adaptation des croyances selon Frazer? </s>,1
Tyrannosaurus,Tyrannosaure,question: quel est l'adversaire habituel dur Triceratops </s>,1
mer,près de la mer,question: Où se développe la culture archaïque maritime ? </s>,1
Randy Orton et Jeff Hardy,Randy Orton,question: qui était concentré pour un match ? </s>,1
divination par les pierres,divination,question: Quel est l'art servant à prédire l'avenir ? </s>,1
29 %,29 %,question: Quelle est la part de la population africaine ayant l'accès à l'électricité ? </s>,1
singes,des singes,question: Au profit de quelle espèce l'homme perd sa prééminence ? </s>,1
80 filiales,35 bureaux et 245 stations de services autorisées,question: Combien d'implantations détient Weichai dans le monde ? </s>,1
radicaux,réactionnaires,question: A quoi sont associés les nationalistes dans la grille de lecture LREM ? </s>,1
"les États-Unis, le Danemark et la Nor",États-Unis,question: Quel pays convoite également la zone arctique ? </s>,1
royaume d'Awsan,royaume d'Awsân,question: Quel royaume correspond à l'actuel Yémen ? </s>,1
Mississippi,Mississippi,question: Près de quel fleuve trouve-t-on la ville de Bâton-rouge ? </s>,1
anthropologie sociale,"anthropologie sociale, notamment la religion",question: quel type d'anthropologie est traitée par Tylor? </s>,1
l'Etre,absolu,question: Quel sujet préoccupe Heidegger ? </s>,1
1993,1993,question: A quand remontait la dernière victoire du FC Internazionale Milano à Turin en championnat ? </s>,1
Football Club de Roubaix,Excelsior Athlétic Club,question: qui occupe le stade Amédée-Prouvost en 1934? </s>,1
Singer Manufacturing Company,Singer Manufacturing Company,question: Quelle entreprise fabrique les machines à coudre singer ? </s>,1
polysyllabiques,syllabe-morphème correspond à seul caractère,question: qu'est-ce qu'un zi? </s>,1
1630,en 1630,question: En quelle année les Augustins déchaux s'installent-ils à Vienne ? </s>,1
Belle Indienne,belle Indienne,question: Quel est le surnom de Françoise ? </s>,1
Mvett,Mvett,question: Comment s'appelle la légende des origines du peuple Fang ? </s>,1
scierie,la scierie du village,question: A quel endroit Pierre-Alain Hélias a travaillé après la guerre ? </s>,1
simple soldat,simple soldat,question: Quel grade a Tatsuguchi lors de son incorporation ? </s>,1
National Institute of Standards and Technology,National Institute of Standards and Technology,question: A quoi correspond l'acronyme NIST ? </s>,1
47 s 20,48 s 84,question: quel a été le chrono de Ian Thorpe sur le 100 m nage libre ? </s>,1
Jean-Paul II,le pape Jean-Paul,question: qui a dit qu'on a pu appeler Marguerite Bourgeoys comme la Mère de la colonie? </s>,1
États-membres,les États,question: Qui doit éviter d'enfreindre les principes de neutralité des réseaux ? </s>,1
terrestre,le rouge-gorge qui est diurne (mais,question: Est-ce que le rouge-gorge utilise le champ magnétique ? </s>,1
l'Assemblee,L'Assemblée,question: Qui rédige la constitution ? </s>,1
22 ans,22 ans,question: Quel âge avait-il lorsqu'il est fait prêtre ? </s>,1
dix,dix jours,"question: Selon les contrats signé par les Grecs avec le capitaine, quel était le nombre de jours de voyage prévu ? </s>",1
ternaires,triple,question: Que dit-on d'un objet qui est multiplié par trois ? </s>,1
quatre,quatre,question: Combien de représentants le Land de Berlin a-t-il au Bundesrat ? </s>,1
neutralite,réfugié,question: Quel est le statut d'une personne qui a du fuir son pays car il présentait des dangers ? </s>,1
espece vulnerable,espèce vulnérable,question: Comment qualifie t'on la lamproie du nord ? </s>,1
Liberation,Libération,question: Quel événement historique marque un changement de métier pour Pierre-Jakez Hélias ? </s>,1
